hash, nb_assigned_cores, nb_available_core, assigned_memory, machine_memory, OS, kernel_version, activated_modules, cpu_boost, cpu_freq, cpu_model, L1, L2, L3
5afbb2cfd81d085506a758e097839307,4,64,64,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
f445c32345a47e48d042506d11691c51,4,64,32,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
200864dcaabf71517af7a4e4a2e32ee5,4,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.3860 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
aaffb4d88842325c1097b6e886f1df33,4,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.5684 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
9b6a2f6d958afca3c21b40ea5c68a16b,4,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
54571d7937c04276cf3dac57b494a212,4,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8094 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
c4b5da9604e6cd3afd84f1f5ba354ba4,8,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
131698f0a9d54487d5d2a487a62d8cbc,4,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
8be5cb1cee609f0737364f52d808024e,4,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.4682 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
294871f338616ae109f1f4e4c8d460b1,8,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.1104 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
305dc77b28d0262015d5effd08aabd1d,8,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.6616 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
7820e9e3e3ca83f8972a97f13c690847,8,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
537afeedb27f48a8b5c1709ec48bd6b2,16,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.3123 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
e3d5d2d090267c4e7b9e7dfc848a08e2,16,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
bc7e78f62e08cedeca2930ebcdb46486,16,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
8362ff5f99c884f1a6640401ae3cc531,16,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.4227 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
ce6c9e6ee8d10bef524bf50b79315ce1,32,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
3e00ffb29c73e878d0ad44a9e138eb40,32,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
8ab67e9485d0399d63fc9815557b9223,32,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
a8030a59a84e4808a41343347889eecb,32,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.1828 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
e2c9cae671a97978e60c92b721bac47a,4,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.2474 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
749f967bd0745184b7dbded2ae191cc1,4,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.7085 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
f91bf6d86e37e3aa09d1d3f6f41cceb9,8,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
d32d9b3030491164a18837c87be26584,8,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.0530 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
45882db0da29d3a9ae5bb0ab02bb9840,16,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
629416a0846be83098035aa1cd580038,16,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.0239 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
b3a885a785c787146398b36abe217512,16,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.6759 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
39ee7fab008fbbcffd421b7f1c5f233a,32,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.4192 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
a769baeab855ddf55a1b2254c93b3136,4,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8374 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
25b5bb477efece386efebb79da599480,4,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
1f512b9c9076cde6efd6c70d98af95d7,4,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.0827 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
5ce80a7e6f8e955dc4eab466ff6a9b65,4,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.3406 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
2d4eb23773e577572e9cc68a4cdbba0d,4,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.0590 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
80a8f6fc5b8e119ab1517e5f636c89ed,4,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
3f30de4048aad165823841a57701cb70,8,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
9670586f5f0cdd352addea50a853e2b2,8,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.5142 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
f66c7adbd621bd7daaee3ab9273f51c4,16,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,3.1357 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
d9bb51c68bd7c929ced60c182b170ac2,16,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.7856 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
04342e5989111c659ac350eee11f492e,16,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,;Currently Loaded Modules:;  1) GCCcore/12.2.0   2) numactl/2.0.16-GCCcore-12.2.0;; ;;,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
a627f788e0506f8e0cec2e2325fc4cde,4,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
f51abf6169983ee2e7086a9fdc333360,4,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
e77f42b385accc60b0fe846f7e7ac3fd,4,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.7115 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
d7a0309c91e81fab03beaa78669089de,4,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.4068 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
c79a7aafad1cf4eb39c637d6f7bc77f1,4,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8873 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
d1276465b65d6270cfa5f02f5fb30786,4,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
b7d707a0d359c4decf845355b5efd89a,4,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
b4f28bc5f78ead2bf150639790768df4,8,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
e98c7b68b089b43ebb9ab26a70f067b2,8,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
58a68a62068b68ab7642f0c3c87ebe51,8,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8359 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
d459548c907139a76592864e8b9527e0,8,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
c2f962ffa2c452f59263a7c1b2d1c6a0,16,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
b896c5aec72d19ea1e52759bb07965f9,16,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
21273e103038a4db0d6f3d56e525023d,16,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
f8cf1277db724896de8e4cab069482cd,16,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
ad3b1216da1bf126e288b4bc2c05a363,32,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
0528d6b16f44bbedcc39597218ca9d0a,32,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
9ccc20b0311af1810f324e13112bd7f6,32,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
30aeaa52714d8480520c90ddbe87ff22,32,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
2e87fd2e67ae5c64d1ca60da1bd49e69,8,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
a797de71de0f067f6a60f2dca242b69f,4,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8294 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
2cc57fe884d246430c33f03bf6250c6d,4,64,32,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
eb220cabfbee0d32d0b06b882a8e51f2,4,64,64,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
3d56abc41530b192400ad9ddcad5c3a9,4,64,128,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
2162c23ea91c174c29d6d1637f0c145e,16,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.7491 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
d35fa56a858acfdee1f6417c262eb8b3,4,64,256,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
7fa2dad1dccbe0c8c866799904cb9bdc,16,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.1176 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
687af864064d31c870c069d948970d20,8,64,32,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
4b9887900a545124e2e2e7209edbf026,8,64,64,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
150bc8c6dce1c71ff4598c7d2a3f6667,16,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.0694 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
6a2b2a09be8444a6c4589834bb625a4f,8,64,128,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
8b2b08013a8f3cc429e5fb5f145c5c0c,32,64,64,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.7875 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
e7d58f22768f24e0218d03a05d56ca0e,32,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8649 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
df66d44b85010d8359e515176295d0cd,8,64,256,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
4a2ab7bf237476bdfe4bf2fc54567be6,32,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.0691 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
617397b738cea957d0e1841fda58e03b,16,64,32,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
12467bb4262c0648f175457a8a591ec2,16,64,64,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
dab6fc1b75b6630861a8b84823c62b37,16,64,128,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
1f4a74a1142d874f8854a9d87a6b7dd8,4,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.1292 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
ffc9d24321af70baf722bc43755e8a5d,16,64,256,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
7d12d6582a20e2a0b2eddeb08de27229,32,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.0790 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
146530b8cf692bf4819afd543c19919b,4,64,256,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.5093 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
6410da709498a03acdb7becde9f788be,32,64,32,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
00874dcabd2a3d607e6487c1bf1087e9,32,64,64,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
afea98fa7b4b68a85c50fb4b6b6113d0,32,64,128,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
78249721727aa9e72facbbc57c781b34,8,64,32,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,3.2841 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
2b5f260caa6959a3e4382f2be2f7201f,32,64,256,1031671,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8000 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
fd09b245d57d59fc2ba18f8ae129b79e,8,64,128,1031670,Linux,5.14.0-362.24.1.el9_3.0.1.x86_64,,2.8181 GHz,enabled,AuthenticAMD,AMD EPYC 7543 32-Core Processor,4194304,33554432,524288
